source,ref_text,doi,verify_source,verify_title,verify_year,doi_resolves,status
T009_W3_VERIFY_REPAIR__deepseek-chat.txt,"Park, J. S., O'Brien, J. C., Wang, C., Carney, M., Bernstein, M. S., & Dodge, J. (2023). Generative Agents: Interactive Simulacra of Human Behavior. *Proceedings of the 36th Annual ACM Symposium on Us",10.1145/3586183.3606763,crossref,Generative Agents: Interactive Simulacra of Human Behavior,2023,,resolved
T009_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Gupta, S., et al. (2023). ""Coordination challenges in multi-agent writing assistants."" *Proceedings of the 2023 Conference on Computational Linguistics (COLING)*, 2345–2356. DOI: 10.18653/v1/2023.coli",10.18653/v1/2023.coling-main.208,unresolved,,,,unresolved
T009_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Martinez, E., & Brown, T. (2024). ""Human-in-the-loop validation for reliable multi-agent research writing."" *ACM Transactions on Intelligent Systems and Technology*, 15(3), 1–24. DOI: 10.1145/3654778",10.1145/3654778,unresolved,,,,unresolved
T010_W0_DIRECT__deepseek-chat.txt,"Wu, T., Jiang, H., Chen, Y., & Li, J. (2023). Multi-Agent Collaborative Writing: A Framework for Reliable Scientific Text Generation. *Proceedings of the 61st Annual Meeting of the Association for Com",10.18653/v1/2023.acl-long.63,crossref,Pretrained Bidirectional Distillation for Machine Translation,2023,,resolved
T009_W3_VERIFY_REPAIR__deepseek-chat.txt,"Wang, L., Ma, C., Feng, X., Zhang, Z., Yang, H., Zhang, J., ... & Chen, J. (2024). A Survey on Large Language Model based Autonomous Agents. *Frontiers of Computer Science*, 18(6), 186345. DOI: 10.100",10.1007/s11704-024-40228-1,unresolved,,,,unresolved
T010_W0_DIRECT__deepseek-chat.txt,"Zhang, M., Chen, L., & Yang, T. (2024). Evaluating Reliability in AI-Assisted Research Writing: A Multi-Dimensional Benchmark. *Journal of Artificial Intelligence Research*, 79, 101-125. DOI: 10.1613/",10.1613/jair.1.15001,crossref,Improving Resource Allocations by Sharing in Pairs,2023,,resolved
T010_W1_CAUTIOUS__deepseek-chat.txt,"Li, Q., Peng, J., Zhang, Y., & Yang, Y. (2024). ChatDev: Communicative Agents for Software Development. *Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 20",10.18653/v1/2024.acl-long.123,crossref,VariErr NLI: Separating Annotation Error from Human Label Variation,2024,,resolved
T010_W0_DIRECT__deepseek-chat.txt,"Wang, Z., Liu, Q., & Zhang, Y. (2024). Debate-then-Write: Improving Factual Consistency via Multi-Agent Argumentation. *Proceedings of the 2024 Conference on Empirical Methods in Natural Language Proc",10.48550/arXiv.2403.12345,openalex,"Performance Portable Monte Carlo Particle Transport on Intel, NVIDIA, and AMD GPUs",2024,,resolved
T010_W0_DIRECT__deepseek-chat.txt,"Li, H., Sun, X., & Zhao, R. (2023). Hierarchical Multi-Agent Workflow for Structured Academic Writing. *IEEE Transactions on Knowledge and Data Engineering*, 36(2), 789-802. DOI: 10.1109/TKDE.2023.331",10.1109/TKDE.2023.3312345,unresolved,,,,unresolved
T010_W0_DIRECT__deepseek-chat.txt,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., ... & Kiela, D. (2020). Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. *Advances in Neural Information Proce",10.48550/arXiv.2005.11401,doi_resolves_only,,,,resolved
T010_W0_DIRECT__deepseek-chat.txt,"Chen, X., Huang, J., & Wang, S. (2024). Robust Multi-Agent Workflows with Dynamic Role Assignment for Scientific Writing. *Proceedings of the AAAI Conference on Artificial Intelligence*, 38(5), 5432-5",10.1609/aaai.v38i5.28765,unresolved,,,,unresolved
T010_W1_CAUTIOUS__deepseek-chat.txt,"Liu, Z., Zhang, Y., & Chen, H. (2024). ScholarPhi: An Agent-Based System for Reliable Scientific Writing. *Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMNLP",10.18653/v1/2024.emnlp-main.200,crossref,Unsupervised Human Preference Learning,2024,,resolved
T010_W1_CAUTIOUS__deepseek-chat.txt,"Wu, Q., Bansal, G., Zhang, L., & Wu, C. (2023). AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation. *arXiv preprint arXiv:2308.08155*. https://doi.org/10.48550/arXiv.2308.08155",10.48550/arXiv.2308.08155,openalex,AIKernel Semantic DSL Compiler and Deterministic Agent Execution Architecture,2023,,resolved
T010_W1_CAUTIOUS__deepseek-chat.txt,"Du, Y., Li, S., Torralba, A., Tenenbaum, J. B., & Mordatch, I. (2024). Improving Factuality and Reasoning in Language Models through Multiagent Debate. *Proceedings of the 41st International Conferenc",10.48550/arXiv.2305.14325,openalex,Improving Factuality and Reasoning in Language Models through Multiagent Debate,2023,,resolved
T010_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Zhang, Y., Li, X., & Wang, H. (2024). A Multi-Agent Framework for Reliable Academic Paper Writing. *Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics*, 1201-1215.",10.18653/v1/2024.acl-long.89,crossref,Language Model Adaption for Reinforcement Learning with Natural Language Action Space,2024,,resolved
T010_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Kumar, A., Singh, R., & Patel, M. (2024). Fact-Checking in AI-Assisted Research Writing through Multi-Agent Retrieval and Verification. *Proceedings of the 2024 Conference on Empirical Methods in Natu",10.18653/v1/2024.emnlp-main.45,crossref,DyVo: Dynamic Vocabularies for Learned Sparse Retrieval with Entities,2024,,resolved
T010_W1_CAUTIOUS__deepseek-chat.txt,"Shi, T., Wang, Z., & Li, M. (2024). Enhancing Transparency in AI-Assisted Writing via Multi-Agent Workflow Logging. *Proceedings of the 2024 ACM Conference on Computer-Supported Cooperative Work and S",10.1145/3637300.3678901,unresolved,,,,unresolved
T010_W1_CAUTIOUS__deepseek-chat.txt,"Wang, J., Xu, L., & Zhao, Y. (2024). PaperQA: A Multi-Agent System for Evidence-Based Scientific Writing. *arXiv preprint arXiv:2403.12345*. https://doi.org/10.48550/arXiv.2403.12345",10.48550/arXiv.2403.12345,openalex,"Performance Portable Monte Carlo Particle Transport on Intel, NVIDIA, and AMD GPUs",2024,,resolved
T010_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Chen, L., Liu, S., & Zhao, J. (2023). Collaborative Multi-Agent Systems for Iterative Scientific Writing Refinement. *Journal of Artificial Intelligence Research*, 78, 345-372. DOI: 10.1613/jair.1.152",10.1613/jair.1.15234,unresolved,,,,unresolved
T010_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Wang, Y., & Li, F. (2023). Enhancing Cross-Disciplinary Consistency in AI Writing via Specialized Multi-Agent Collaboration. *IEEE Transactions on Knowledge and Data Engineering*, 35(11), 11234-11247.",10.1109/TKDE.2023.3298765,unresolved,,,,unresolved
T010_W3_VERIFY_REPAIR__deepseek-chat.txt,"Wright, D., Kim, J., & Park, S. (2024). Multi-agent retrieval-augmented generation for scientific writing. *Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMNL",10.18653/v1/2024.emnlp-main.30,crossref,EmphAssess : a Prosodic Benchmark on Assessing Emphasis Transfer in Speech-to-Speech Models,2024,,resolved
T010_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Nakamura, T., & Kim, H. (2024). Scaling Multi-Agent Workflows for Long-Form Scientific Manuscript Generation: Challenges and Opportunities. *Proceedings of the 2024 International Conference on Learnin",10.48550/arXiv.2403.12345,openalex,"Performance Portable Monte Carlo Particle Transport on Intel, NVIDIA, and AMD GPUs",2024,,resolved
T010_W3_VERIFY_REPAIR__deepseek-chat.txt,"Wu, Q., Bansal, G., Zhang, A., Wu, C., Li, B., Zhu, H., ... & Wang, W. Y. (2024). ChatGPT multi-agent debate: A new approach for improving factuality and reasoning in language models. *arXiv preprint ",10.48550/arXiv.2402.06720,openalex,Hilbert-Space Ergodicity in Driven Quantum Systems: Obstructions and Designs,2024,,resolved
T011_W0_DIRECT__deepseek-chat.txt,"S. Ouyang, J. M. Zhang, M. Harman, and M. Wang, ""LLM-Based Code Generation: A Literature Review,"" *ACM Computing Surveys*, vol. 56, no. 12, pp. 1–41, 2024. DOI: 10.1145/3672562.",10.1145/3672562,crossref,"Scattering and Sparse Partitions, and Their Applications",2024,,resolved
T011_W0_DIRECT__deepseek-chat.txt,"V. Stodden, F. Leisch, and R. D. Peng, Eds., *Implementing Reproducible Research*. CRC Press, 2014. DOI: 10.1201/b16868.",10.1201/b16868,openalex,Implementing Reproducible Research,2014,,resolved
T011_W0_DIRECT__deepseek-chat.txt,"C. Boettiger, ""An Introduction to Docker for Reproducible Research,"" *ACM SIGOPS Operating Systems Review*, vol. 49, no. 1, pp. 71–79, 2015. DOI: 10.1145/2723872.2723882.",10.1145/2723872.2723882,crossref,An introduction to Docker for reproducible research,2015,,resolved
T011_W0_DIRECT__deepseek-chat.txt,"A. G. D’Ignazio and L. F. Klein, *Data Feminism*. MIT Press, 2020. DOI: 10.7551/mitpress/11805.001.0001. (Chapter on ""The Power of the Prompt"" and documentation).",10.7551/mitpress/11805.001.0001,crossref,Data Feminism,2020,,resolved
T011_W0_DIRECT__deepseek-chat.txt,"M. Kapoor, S. Barocas, and D. K. Mulligan, ""Towards a Reproducibility Framework for Large Language Model Research,"" in *Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transpar",10.1145/3630106.3658923,crossref,Diversified Ensembling: An Experiment in Crowdsourced Machine Learning,2024,,resolved
T010_W3_VERIFY_REPAIR__deepseek-chat.txt,"Shao, Y., Li, Z., Zhang, H., & Chen, X. (2024). Agent-Pipeline: A multi-agent workflow for reliable academic paper generation. *arXiv preprint arXiv:2405.12345*. https://doi.org/10.48550/arXiv.2405.12",10.48550/arXiv.2405.12345,doi_resolves_only,,,,resolved
T011_W1_CAUTIOUS__deepseek-chat.txt,"Boettiger, C. (2015). An introduction to Docker for reproducible research. *ACM SIGOPS Operating Systems Review*, 49(1), 71-79. DOI: 10.1145/2723872.2723882",10.1145/2723872.2723882,crossref,An introduction to Docker for reproducible research,2015,,resolved
T011_W1_CAUTIOUS__deepseek-chat.txt,"Hutson, M. (2018). Artificial intelligence faces reproducibility crisis. *Science*, 359(6377), 725-726. DOI: 10.1126/science.359.6377.725",10.1126/science.359.6377.725,crossref,Artificial intelligence faces reproducibility crisis,2018,,resolved
T011_W1_CAUTIOUS__deepseek-chat.txt,"Perez, F., & Granger, B. E. (2007). IPython: a system for interactive scientific computing. *Computing in Science & Engineering*, 9(3), 21-29. DOI: 10.1109/MCSE.2007.53",10.1109/MCSE.2007.53,crossref,IPython: A System for Interactive Scientific Computing,2007,,resolved
T011_W1_CAUTIOUS__deepseek-chat.txt,"White, J., Fu, Q., Hays, S., Sandborn, M., Olea, C., Gilbert, H., Elnashar, A., Spencer-Smith, J., & Schmidt, D. C. (2023). A prompt pattern catalog to enhance prompt engineering with ChatGPT. *arXiv ",10.48550/arXiv.2302.11382,openalex,A Prompt Pattern Catalog to Enhance Prompt Engineering with ChatGPT,2023,,resolved
T011_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Wang, L., Chen, X., & Zhao, Y. (2024). Prompt versioning and testing: A framework for reliable LLM-based applications. *Proceedings of the 2024 International Conference on Software Engineering (ICSE)*",10.1145/3597503.3623333,crossref,Inferring Data Preconditions from Deep Learning Models for Trustworthy Prediction in Deployment,2024,,resolved
T011_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Zhang, Y., Li, H., & Sun, J. (2023). Reproducibility in LLM-based experiments: The role of seeding and temperature. *Journal of Computational Science*, 72, 102119. DOI: 10.1016/j.jocs.2023.102119",10.1016/j.jocs.2023.102119,crossref,A framework for the comparison of errors in agent-based models using machine learning,2023,,resolved
T011_W3_VERIFY_REPAIR__deepseek-chat.txt,"Boettiger, C. (2015). An introduction to Docker for reproducible research. *ACM SIGOPS Operating Systems Review*, 49(1), 71-79. DOI: 10.1145/2723872.2723882",10.1145/2723872.2723882,crossref,An introduction to Docker for reproducible research,2015,,resolved
T011_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"White, J., Fu, Q., Hays, S., Sandborn, M., Olea, C., Gilbert, H., ... & Schmidt, D. C. (2023). A prompt pattern catalog to enhance prompt engineering with ChatGPT. *arXiv preprint arXiv:2302.11382*. D",10.48550/arXiv.2302.11382,openalex,A Prompt Pattern Catalog to Enhance Prompt Engineering with ChatGPT,2023,,resolved
T011_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Chen, M., Tworek, J., Jun, H., Yuan, Q., Pinto, H. P., Kaplan, J., ... & Zaremba, W. (2021). Evaluating large language models trained on code. *arXiv preprint arXiv:2107.03374*. DOI: 10.48550/arXiv.21",10.48550/arXiv.2107.03374,openalex,Evaluating Large Language Models Trained on Code,2021,,resolved
T011_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Liu, P., Yuan, W., Fu, J., Jiang, Z., Hayashi, H., & Neubig, G. (2023). Pre-train, prompt, and predict: A systematic survey of prompting methods in natural language processing. *ACM Computing Surveys*",10.1145/3560815,crossref,"Pre-train, Prompt, and Predict: A Systematic Survey of Prompting Methods in Natural Language Processing",2023,,resolved
T011_W3_VERIFY_REPAIR__deepseek-chat.txt,"Sandve, G. K., Nekrutenko, A., Taylor, J., & Hovig, E. (2013). Ten simple rules for reproducible computational research. *PLoS Computational Biology*, 9(10), e1003285. DOI: 10.1371/journal.pcbi.100328",10.1371/journal.pcbi.1003285,crossref,Ten Simple Rules for Reproducible Computational Research,2013,,resolved
T012_W0_DIRECT__deepseek-chat.txt,"Johnson, M., & Zhang, Y. (2023). Event-sourced logging for reproducible AI-assisted writing systems. *Proceedings of the 2023 ACM Conference on Human-Computer Interaction*, 7(CSCW), 1–24. DOI: 10.1145",10.1145/3610189,crossref,"Form to Flow: Exploring Challenges and Roles of Conversational UX Designers in Real-world, Multi-channel Service Environments",2023,,resolved
T011_W3_VERIFY_REPAIR__deepseek-chat.txt,"Poldrack, R. A., Huckins, G., & Varoquaux, G. (2020). Establishment of best practices for evidence for prediction: A review. *JAMA Psychiatry*, 77(5), 534-540. DOI: 10.1001/jamapsychiatry.2019.3671",10.1001/jamapsychiatry.2019.3671,crossref,Establishment of Best Practices for Evidence for Prediction,2020,,resolved
T011_W3_VERIFY_REPAIR__deepseek-chat.txt,"Knuth, D. E. (1984). Literate programming. *The Computer Journal*, 27(2), 97-111. DOI: 10.1093/comjnl/27.2.97",10.1093/comjnl/27.2.97,crossref,Literate Programming,1984,,resolved
T011_W3_VERIFY_REPAIR__deepseek-chat.txt,"Weber, N., & Zschech, P. (2024). A systematic literature review of software engineering challenges for large language models. *Information and Software Technology*, 172, 107490. DOI: 10.1016/j.infsof.",10.1016/j.infsof.2024.107490,crossref,Automating modern code review processes with code similarity measurement,2024,,resolved
T012_W0_DIRECT__deepseek-chat.txt,"Chen, L., Wang, H., & Li, X. (2024). TraceLog: A structured logging framework for iterative text generation with large language models. *IEEE Transactions on Software Engineering*, 50(3), 456–472. DOI",10.1109/TSE.2024.3356789,unresolved,,,,unresolved
T012_W0_DIRECT__deepseek-chat.txt,"Singh, P., & O’Brien, D. (2024). Legal compliance and auditability in AI writing assistants: A blockchain-based logging framework. *Computer Law & Security Review*, 52, 105934. DOI: 10.1016/j.clsr.202",10.1016/j.clsr.2024.105934,crossref,Towards a right to repair for the Internet of Things: A review of legal and policy aspects,2024,,resolved
T012_W0_DIRECT__deepseek-chat.txt,"Patel, R., & Kim, S. (2023). Verifiable provenance for LLM-generated content using cryptographic attestation. *Proceedings of the 32nd USENIX Security Symposium*, 1123–1140. DOI: 10.5555/3620237.36203",10.5555/3620237.3620312,unresolved,,,,unresolved
T012_W1_CAUTIOUS__deepseek-chat.txt,"Brewer, E. A., & Gauthier, P. (2002). An immutable log model for database auditing. *Proceedings of the 2002 ACM SIGMOD International Conference on Management of Data*, 123–134. DOI: 10.1145/564691.56",10.1145/564691.564706,crossref,APEX,2002,,resolved
T012_W0_DIRECT__deepseek-chat.txt,"Liu, Y., Zhao, Q., & Brown, T. (2024). CausalChain: DAG-based audit logging for multi-step AI writing assistance. *Journal of Artificial Intelligence Research*, 79, 789–812. DOI: 10.1613/jair.1.15234",10.1613/jair.1.15234,unresolved,,,,unresolved
